source_indicator_id,ministry_code,ministry_name,fiscal_year,strategic_goal_number,program_goal_number,source_program_code,performance_program_name,manual_indicator_name_plan,manual_indicator_name_report,manual_indicator_unit,manual_indicator_direction_raw,manual_planned_target_raw,manual_actual_value_raw,manual_official_achievement_rate_raw,pdf_plan_program_name,pdf_plan_indicator_name,pdf_plan_unit,pdf_plan_direction_raw,pdf_plan_target_raw,documented_change_target_before_raw,documented_change_target_after_raw,documented_change_reason_raw,documented_change_source_file,documented_change_split_pdf_page,documented_change_source_pdf_page,documented_change_printed_page,documented_change_ocr_conflict,documented_change_report_conflict,pdf_report_program_name,pdf_report_indicator_name,pdf_report_unit,pdf_report_target_raw,pdf_report_actual_raw,pdf_report_official_achievement_rate_raw,planned_target_numeric_manual,planned_target_numeric_pdf,report_target_numeric_pdf,actual_value_numeric_manual,actual_value_numeric_pdf,official_achievement_rate_numeric_manual,official_achievement_rate_numeric_pdf,computed_achievement_rate,plan_target_change_abs,plan_target_change_pct,report_target_change_abs,report_target_change_pct,report_actual_change_abs,report_actual_change_pct,report_achievement_rate_change_abs_pp,plan_vs_report_target_change_abs,plan_vs_report_target_change_pct,plan_name_match_status,plan_target_match_status,report_name_match_status,report_target_match_status,report_actual_match_status,report_achievement_rate_match_status,page_evidence_status,ocr_status,overall_reconciliation_status,review_reason,review_instruction,reviewer,review_status,review_note,review_confirmed_at,plan_source_file,plan_split_pdf_page,plan_source_pdf_page,plan_printed_page,plan_source_text,report_source_file,report_split_pdf_page,report_source_pdf_page,report_printed_page,report_source_text,source_trace
MOHW-2023-IV3-01,075,보건복지부,2023,Ⅳ,Ⅳ-3,,보육지원강화,가정양육수당 수혜자 만족도,가정양육수당 수혜자 만족도,점,,70,71.6,98.1,,가정양육수당 수혜자 만족도,,,70.0,70,73,’22년 실적치 확정에 따라 최근 3년(’20~’22) 평균실적(74.7) 등을 고려하여 조정,2023년도 성과보고서_보건복지부-256-363.pdf,75.0,330.0,,False,False,,가정양육수당 수혜자 만족도,,73,71.6,98.1,70.0,70.0,73.0,71.6,71.6,98.1,98.1,,0.0,0.0,3.0,4.285714285714286,0.0,0.0,0.0,3.0,4.285714285714286,EXACT_MATCH,EXACT_MATCH,EXACT_MATCH,MATCH_AFTER_CHANGE,EXACT_MATCH,EXACT_MATCH,EXACT_MATCH,NOT_APPLICABLE,MATCH_AFTER_CHANGE,TARGET_CHANGE_REASON_DOCUMENTED_IN_별첨6;REPORT_TARGET_CHANGE_CONFIRMED_BY_별첨6,[보고서] 2023년도 성과보고서_보건복지부.pdf 222쪽(원본 222쪽) / [별첨6 변경표] 2023년도 성과보고서_보건복지부-256-363.pdf 75쪽(원본 330쪽),,,,,2023년도 성과계획서_보건복지부-346-442.pdf,4.0,349.0,,가정양육수당 수혜자 ② 만족도 0.5 일반재 정 점 70( ) 정성 결과 프로그램목표 취약노인 보호를 통한 안정적인 노후생활 보장 -4. Ⅳ 노인생활안정 노인생활안정지원비율 ① (%) 1.0 일반재 정 15.1(%) 정성 결과 프로그램목표 노인요양서비스 및 치매관리를 통해 지속가능한 노인복지 추구 -5. Ⅳ,2023년도 성과보고서_보건복지부.pdf,222,222,,"가정양육수당 
수혜자 만족도
(점)
 ㅇ측정산식 : (조사항목별 점수를 100
점 만점으로 환산한 점수들의 합
계)/항목수
 *‘21년 실적, ‘22년 목표치는 5점 
척도 기준
목표
신규
3.6
3.6
73
실적
신규
3.6
4.0
71.6
달성률(%)
-
100.0
111.1
98.1",plan:별첨1;plan_method:TEXT;report_method:FULL_TEXT
MOHW-2023-IV4-01,075,보건복지부,2023,Ⅳ,Ⅳ-4,,노인생활안정,노인생활안정지원비율 (%),노인생활안정지원비율 (%),%,,15.1,15.6,102.6,,노인생활안정지원비율 (%),,,15.1,15.1,15.2,‘22년 실적 확정에 따른 목표치 상향 조정,2023년도 성과보고서_보건복지부-256-363.pdf,76.0,331.0,,False,False,,노인생활안정지원비율 (%),,15.2,15.6,102.6,15.1,15.1,15.2,15.6,15.6,102.6,102.6,,0.0,0.0,0.09999999999999964,0.6622516556291367,0.0,0.0,0.0,0.09999999999999964,0.6622516556291367,EXACT_MATCH,EXACT_MATCH,EXACT_MATCH,MATCH_AFTER_CHANGE,EXACT_MATCH,EXACT_MATCH,EXACT_MATCH,NOT_APPLICABLE,MATCH_AFTER_CHANGE,TARGET_CHANGE_REASON_DOCUMENTED_IN_별첨6;REPORT_TARGET_CHANGE_CONFIRMED_BY_별첨6,[보고서] 2023년도 성과보고서_보건복지부.pdf 230쪽(원본 230쪽) / [별첨6 변경표] 2023년도 성과보고서_보건복지부-256-363.pdf 76쪽(원본 331쪽),,,,,2023년도 성과계획서_보건복지부-346-442.pdf,4.0,349.0,,노인생활안정 노인생활안정지원비율 ① (%) 1.0 일반재 정 15.1(%) 정성 결과 프로그램목표 노인요양서비스 및 치매관리를 통해 지속가능한 노인복지 추구 -5. Ⅳ 노인의료보장 치매안심센터 치매환 ① 자 서비스 이용률 0.4 일반재 정 74.5(%) 정량 산출,2023년도 성과보고서_보건복지부.pdf,230,230,,"노인생활안정지
원비율 (%)
(%)
{(노인맞춤돌봄서비스사업+노인
일자리사업) 수혜자 수/전체 노인 
수}×100
목표
14.6
15.2
15.1
15.2
실적
14.7
15.6
15.5
15.6
달성률(%)
100.7
102.6
102.6
102.6",plan:별첨1;plan_method:TEXT;report_method:FULL_TEXT
MOHW-2023-IV5-02,075,보건복지부,2023,Ⅳ,Ⅳ-5,,노인의료보장,장기요양기관 이용자 수,장기요양기관 이용자 수,명,,813208,935460,98.4,,장기요양기관 이용자 수,,,813208.0,"813,208","950,871",‘22년 실적 확정에 따른 목표치 상향 조정,2023년도 성과보고서_보건복지부-256-363.pdf,76.0,331.0,,False,False,,장기요양기관 이용자 수,,"950,871","935,460",98.4,813208.0,813208.0,950871.0,935460.0,935460.0,98.4,98.4,,0.0,0.0,137663.0,16.92838732525996,0.0,0.0,0.0,137663.0,16.92838732525996,EXACT_MATCH,EXACT_MATCH,EXACT_MATCH,MATCH_AFTER_CHANGE,EXACT_MATCH,EXACT_MATCH,EXACT_MATCH,NOT_APPLICABLE,MATCH_AFTER_CHANGE,TARGET_CHANGE_REASON_DOCUMENTED_IN_별첨6;REPORT_TARGET_CHANGE_CONFIRMED_BY_별첨6,[보고서] 2023년도 성과보고서_보건복지부.pdf 236쪽(원본 236쪽) / [별첨6 변경표] 2023년도 성과보고서_보건복지부-256-363.pdf 76쪽(원본 331쪽),,,,,2023년도 성과계획서_보건복지부-346-442.pdf,4.0,349.0,,"장기요양기관 이용자 ② 수 0.3 일반재 정 813,208( 명) 정량 투입 노인요양시설 종사자 ③ 서비스 만족도 0.3 일반재 정 점 74( ) 정성 결과 프로그램목표 국민연금을 통한 노후생활안정기여 -6. Ⅳ",2023년도 성과보고서_보건복지부.pdf,236,236,,"장기요양기관 
이용자 수
(명)
 측정산식 : ‘23.12.31일 현재 
전국 장기요양기관* 전체 
이용자 수
 측정대상 : ‘23.12.31일 현재 
장기요양기관 전체 이용자
 * 장기요양기관 = 노인요양시설 
+ 재가장기요양기관
목표
신규
신규
681,971
950,871
실적
신규
신규
861,297
935,460
달성률(%)
-
-
126.3
98.4",plan:별첨1;plan_method:TEXT;report_method:FULL_TEXT
MOHW-2023-IV5-03,075,보건복지부,2023,Ⅳ,Ⅳ-5,,노인의료보장,치매안심센터 치매환 자 서비스 이용률,치매안심센터 치매환 자 서비스 이용률,%,,74.5,81.5,111.3,,치매안심센터 치매환 자 서비스 이용률,,,74.5,74.5,73.2,"‘22년 실적치 확정에 따른 목표치 조정 2,490,638 2,496,350 노인요양시설 종사자 서비스 만족도 0.3 노인요양시설 종사자 서비스 만족도 0.3",2023년도 성과보고서_보건복지부-256-363.pdf,76.0,331.0,,False,False,,치매안심센터 치매환 자 서비스 이용률,,73.2,81.5,111.3,74.5,74.5,73.2,81.5,81.5,111.3,111.3,,0.0,0.0,-1.2999999999999972,-1.744966442953016,0.0,0.0,0.0,-1.2999999999999972,-1.744966442953016,EXACT_MATCH,EXACT_MATCH,EXACT_MATCH,MATCH_AFTER_CHANGE,EXACT_MATCH,EXACT_MATCH,EXACT_MATCH,NOT_APPLICABLE,MATCH_AFTER_CHANGE,TARGET_CHANGE_REASON_DOCUMENTED_IN_별첨6;REPORT_TARGET_CHANGE_CONFIRMED_BY_별첨6,[보고서] 2023년도 성과보고서_보건복지부.pdf 236쪽(원본 236쪽) / [별첨6 변경표] 2023년도 성과보고서_보건복지부-256-363.pdf 76쪽(원본 331쪽),,,,,2023년도 성과계획서_보건복지부-346-442.pdf,4.0,349.0,,"치매안심센터 치매환 ① 자 서비스 이용률 0.4 일반재 정 74.5(%) 정량 산출 장기요양기관 이용자 ② 수 0.3 일반재 정 813,208( 명) 정량 투입 노인요양시설 종사자 ③ 서비스 만족도 0.3 일반재 정 점 74( ) 정성 결과",2023년도 성과보고서_보건복지부.pdf,236,236,,"치매환자 
서비스 이용률
(%)
측정산식 : (치매안심센터 
서비스 이용 누적 치매환자 
수/치매안심센터 등록된 누적 
치매환자 수) x 100
목표
신규
신규
신규
73.2
실적
신규
신규
신규
81.5
달성률(%)
-
-
-
111.3",plan:별첨1;plan_method:TEXT;report_method:FULL_TEXT
MOHW-2023-IV6-02,075,보건복지부,2023,Ⅳ,Ⅳ-6,,국민연금운영(여유자금운영위탁 등),소득신고자 확대 성과 (%),소득신고자 확대 성과 (%),%,,86.4,86.8,100.2,,소득신고자 확대 성과 (%),,,86.4,86.4,86.6,`22 실적치 확정에 따른 변경,2023년도 성과보고서_보건복지부-256-363.pdf,76.0,331.0,,False,False,,소득신고자 확대 성과 (%),,86.6,86.8,100.2,86.4,86.4,86.6,86.8,86.8,100.2,100.2,,0.0,0.0,0.19999999999998863,0.23148148148146833,0.0,0.0,0.0,0.19999999999998863,0.23148148148146833,EXACT_MATCH,EXACT_MATCH,EXACT_MATCH,MATCH_AFTER_CHANGE,EXACT_MATCH,EXACT_MATCH,EXACT_MATCH,NOT_APPLICABLE,MATCH_AFTER_CHANGE,TARGET_CHANGE_REASON_DOCUMENTED_IN_별첨6;REPORT_TARGET_CHANGE_CONFIRMED_BY_별첨6,[보고서] 2023년도 성과보고서_보건복지부.pdf 245쪽(원본 245쪽) / [별첨6 변경표] 2023년도 성과보고서_보건복지부-256-363.pdf 76쪽(원본 331쪽),,,,,2023년도 성과계획서_보건복지부-346-442.pdf,4.0,349.0,,소득신고자 확대 성과 ② (%) 0.5 일반재 정 86.4(%) 정량 산출 프로그램목표 지속가능한 연금제도 운영으로 안정적인 노후소득보장 -7. Ⅳ 국민연금운영급여지급 ( ) 국민연금 수급률 ① 1.0 일반재 정 54.9(%) 정량 산출,2023년도 성과보고서_보건복지부.pdf,245,245,,"소득신고자 
확대 성과(%)
(%)
(소득신고자/국민연금가입자)×100
목표
신규
신규
86.2
86.6
실적
신규
86.2
86.4
86.8
달성률(%)
-
-
100.2
100.2",plan:별첨1;plan_method:TEXT;report_method:FULL_TEXT
MOHW-2023-IV7-01,075,보건복지부,2023,Ⅳ,Ⅳ-7,,국민연금운영(급여지급),국민연금 수급률,국민연금 수급률,%,,54.9,53.2,100.2,,국민연금 수급률,,,54.9,54.9,53.1,`22 실적치 확정에 따른 변경,2023년도 성과보고서_보건복지부-256-363.pdf,76.0,331.0,,False,False,,국민연금 수급률,,53.1,53.2,100.2,54.9,54.9,53.1,53.2,53.2,100.2,100.2,,0.0,0.0,-1.7999999999999972,-3.2786885245901587,0.0,0.0,0.0,-1.7999999999999972,-3.2786885245901587,EXACT_MATCH,EXACT_MATCH,EXACT_MATCH,MATCH_AFTER_CHANGE,EXACT_MATCH,EXACT_MATCH,EXACT_MATCH,NOT_APPLICABLE,MATCH_AFTER_CHANGE,TARGET_CHANGE_REASON_DOCUMENTED_IN_별첨6;REPORT_TARGET_CHANGE_CONFIRMED_BY_별첨6,[보고서] 2023년도 성과보고서_보건복지부.pdf 252쪽(원본 252쪽) / [별첨6 변경표] 2023년도 성과보고서_보건복지부-256-363.pdf 76쪽(원본 331쪽),,,,,2023년도 성과계획서_보건복지부-346-442.pdf,4.0,349.0,,국민연금운영급여지급 ( ) 국민연금 수급률 ① 1.0 일반재 정 54.9(%) 정량 산출,2023년도 성과보고서_보건복지부.pdf,252,252,202.0,"국민연금 
수급률
(%)
국민연금 수급자/62세 이상 
인구*100
목표
45.9
47.9
50.4
53.1
실적
46.0
48.3
50.8
53.2
달성률(%)
100.2
100.8
100.8
100.2",plan:별첨1;plan_method:TEXT;report_method:FULL_TEXT
MOHW-2024-I1-01,075,보건복지부,2024,Ⅰ,Ⅰ-1,,기초생활보장,상대적 빈곤율,상대적 빈곤율,%,하향,13.6,14.9,100,,상대적 빈곤율,,,14.9,13.6,14.9,,2024년도 성과보고서_보건복지부-278-394.pdf,65.0,342.0,,False,False,,상대적 빈곤율,,14.9,14.9,100,13.6,14.9,14.9,14.9,14.9,100.0,100.0,100.0,1.3000000000000007,9.55882352941177,1.3000000000000007,9.55882352941177,0.0,0.0,0.0,0.0,0.0,MATCH_AFTER_CHANGE,VALUE_MISMATCH,EXACT_MATCH,MATCH_AFTER_CHANGE,EXACT_MATCH,EXACT_MATCH,EXACT_MATCH,OCR_REQUIRED,OCR_REQUIRED,PLAN_TARGET_FROM_CHANGE_TABLE_ONLY;REPORT_TARGET_CHANGE_CONFIRMED_BY_별첨6,[계획서] 2024년도 성과계획서_보건복지부-364-456.pdf ?쪽(원본 ?쪽) / [보고서] 2024년도 성과보고서_보건복지부.pdf 8쪽(원본 8쪽) / [별첨6 변경표] 2024년도 성과보고서_보건복지부-278-394.pdf 65쪽(원본 342쪽),,,,,2024년도 성과계획서_보건복지부-364-456.pdf,,,,,2024년도 성과보고서_보건복지부.pdf,8,8,,"1
 상대적 빈곤율
 ㅇ 개념 및 의미: 중위소득의 50% 이하에 해당하는 인구가 전체 인구에서 
차지하는 비율(국가 내 빈곤인구의 규모)
 ㅇ 선정사유: 빈곤 해소를 위해 빈곤층을 타겟팅하여 빈곤층의 규모를 줄이는
정책 목표를 고려하여 지표 설정
 ㅇ 지표의 추이(최근 5년)
연 도
2020
2021
2022
2023
2024
2025
목표
신규
신규
신규
14.9
14.9
14.9
실적
15.3
15.1
(14.8)
14.9
14.9
집계중
-
달성률(%)
-
-
-
100",plan:별첨6만;plan_method:TEXT;report_method:FULL_TEXT
MOHW-2024-I2-01,075,보건복지부,2024,Ⅰ,Ⅰ-2,,노숙인의사상자지원,노숙인시설 종사자 전문성 강화 교육 참여율,노숙인시설 종사자 전문성 강화 교육 참여율,%,,36,30.5,101.7,,노숙인시설 종사자 전문성 강화 교육 참여율,,,30,36,30,,2024년도 성과보고서_보건복지부-278-394.pdf,65.0,342.0,,False,False,,노숙인시설 종사자 전문성 강화 교육 참여율,,30,30.5,101.7,36.0,30.0,30.0,30.5,30.5,101.7,101.7,,-6.0,-16.666666666666664,-6.0,-16.666666666666664,0.0,0.0,0.0,0.0,0.0,MATCH_AFTER_CHANGE,VALUE_MISMATCH,EXACT_MATCH,MATCH_AFTER_CHANGE,EXACT_MATCH,EXACT_MATCH,EXACT_MATCH,OCR_REQUIRED,OCR_REQUIRED,PLAN_TARGET_FROM_CHANGE_TABLE_ONLY;REPORT_TARGET_CHANGE_CONFIRMED_BY_별첨6,[계획서] 2024년도 성과계획서_보건복지부-364-456.pdf ?쪽(원본 ?쪽) / [보고서] 2024년도 성과보고서_보건복지부.pdf 48쪽(원본 48쪽) / [별첨6 변경표] 2024년도 성과보고서_보건복지부-278-394.pdf 65쪽(원본 342쪽),,,,,2024년도 성과계획서_보건복지부-364-456.pdf,,,,,2024년도 성과보고서_보건복지부.pdf,48,48,,"노숙인 시설 종사자 전문성 
강화 교육 참여율= 교육참여 
종사자수 / 시설 전체 종사자수
목표
신규
신규
25
30
실적
신규
신규
25
30.5
달성률(%)
-
-
100.0
101.7",plan:별첨6만;plan_method:TEXT;report_method:FULL_TEXT
MOHW-2024-I3-01,075,보건복지부,2024,Ⅰ,Ⅰ-3,,장애인생활안정 및 재활 지원,장애인 현금급여 수급률,장애인 현금급여 수급률,%,,29.25,30,102.4,,장애인 현금급여 수급률,,,29.3,29.25,29.3,,2024년도 성과보고서_보건복지부-278-394.pdf,65.0,342.0,,False,False,,장애인 현금급여 수급률,,29.3,30.0,102.4,29.25,29.3,29.3,30.0,30.0,102.4,102.4,,0.05000000000000071,0.17094017094017336,0.05000000000000071,0.17094017094017336,0.0,0.0,0.0,0.0,0.0,MATCH_AFTER_CHANGE,VALUE_MISMATCH,EXACT_MATCH,MATCH_AFTER_CHANGE,EXACT_MATCH,EXACT_MATCH,EXACT_MATCH,OCR_REQUIRED,OCR_REQUIRED,PLAN_TARGET_FROM_CHANGE_TABLE_ONLY;REPORT_TARGET_CHANGE_CONFIRMED_BY_별첨6,[계획서] 2024년도 성과계획서_보건복지부-364-456.pdf ?쪽(원본 ?쪽) / [보고서] 2024년도 성과보고서_보건복지부.pdf 56쪽(원본 56쪽) / [별첨6 변경표] 2024년도 성과보고서_보건복지부-278-394.pdf 65쪽(원본 342쪽),,,,,2024년도 성과계획서_보건복지부-364-456.pdf,,,,,2024년도 성과보고서_보건복지부.pdf,56,56,,"현금급여 
수급률
(%)
 ○ 측정방법
   - 측정대상기간 : ’24.1.1. 
~ ’24.12.31.
   - 실적치 집계 완료 시
점 : ’24.12월말 예정
   - 측정수행기관 : 직접
수행(행복e음시스템 
통계자료)
목표
28.5
28.8
29.2
29.3
실적
29.4
29.2
29.7
30.0
달성률(%)
103.2
101.4
101.7
102.4",plan:별첨6만;plan_method:TEXT;report_method:FULL_TEXT
MOHW-2024-I4-01,075,보건복지부,2024,Ⅰ,Ⅰ-4,,국립재활원,고객만족도,고객만족도,점,,87,93.1,101.6,,고객만족도,,,91.6,87,91.6,,2024년도 성과보고서_보건복지부-278-394.pdf,65.0,342.0,,False,False,,고객만족도,,91.6,93.1,101.6,87.0,91.6,91.6,93.1,93.1,101.6,101.6,,4.599999999999994,5.2873563218390744,4.599999999999994,5.2873563218390744,0.0,0.0,0.0,0.0,0.0,MATCH_AFTER_CHANGE,VALUE_MISMATCH,EXACT_MATCH,MATCH_AFTER_CHANGE,EXACT_MATCH,EXACT_MATCH,EXACT_MATCH,OCR_REQUIRED,OCR_REQUIRED,PLAN_TARGET_FROM_CHANGE_TABLE_ONLY;REPORT_TARGET_CHANGE_CONFIRMED_BY_별첨6,[계획서] 2024년도 성과계획서_보건복지부-364-456.pdf ?쪽(원본 ?쪽) / [보고서] 2024년도 성과보고서_보건복지부.pdf 66쪽(원본 66쪽) / [별첨6 변경표] 2024년도 성과보고서_보건복지부-278-394.pdf 65쪽(원본 342쪽),,,,,2024년도 성과계획서_보건복지부-364-456.pdf,,,,,2024년도 성과보고서_보건복지부.pdf,66,66,,"'24년
고객만족도
(점)
설문지 취합하여 리커드 11점 척도 후 
100점으로 환산 적용하여 평균값 산출, 
PCSI모델에 
따른 
가중치를 
부여하여 
100점 만점으로 종합점수 산출
목표
85.6
85.9
86.4
91.6
실적
87.4
86.3
90.2
93.1
달성률(%)
102.1
100.5
104.4
101.6",plan:별첨6만;plan_method:TEXT;report_method:FULL_TEXT
MOHW-2024-I5-01,075,보건복지부,2024,Ⅰ,Ⅰ-5,,사회복지기반조성,복지사각지대 지원율,복지사각지대 지원율,%,,44.5,53,106.6,,복지사각지대 지원율,,,49.7,44.5,49.7,,2024년도 성과보고서_보건복지부-278-394.pdf,65.0,342.0,,False,False,,복지사각지대 지원율,,49.7,53,106.6,44.5,49.7,49.7,53.0,53.0,106.6,106.6,,5.200000000000003,11.685393258426972,5.200000000000003,11.685393258426972,0.0,0.0,0.0,0.0,0.0,MATCH_AFTER_CHANGE,VALUE_MISMATCH,EXACT_MATCH,MATCH_AFTER_CHANGE,EXACT_MATCH,EXACT_MATCH,EXACT_MATCH,OCR_REQUIRED,OCR_REQUIRED,PLAN_TARGET_FROM_CHANGE_TABLE_ONLY;REPORT_TARGET_CHANGE_CONFIRMED_BY_별첨6,[계획서] 2024년도 성과계획서_보건복지부-364-456.pdf ?쪽(원본 ?쪽) / [보고서] 2024년도 성과보고서_보건복지부.pdf 77쪽(원본 77쪽) / [별첨6 변경표] 2024년도 성과보고서_보건복지부-278-394.pdf 65쪽(원본 342쪽),,,,,2024년도 성과계획서_보건복지부-364-456.pdf,,,,,2024년도 성과보고서_보건복지부.pdf,77,77,,"복지사각지대 
지원율
(%)
ㅇ 측정산식 : 복지서비스 
지원 대상자** / 복
지사각지대 발굴 대
상자*
  * (복지사각지대 발굴 대상자) 
사각지대 발굴관리 시스
템을 통해 예측되어 읍면
동에 
    중앙발굴로 통보된 대상자
 ** (복지서비스 지원 대상자) 
복지사각지대 발굴 대상자 중 
상담 조사후 복지 서비스 
    지원 대상에 해당하는 경우 
복지 급여 서비스 지원을 받는 
대상자
목표
신규
35
46.7
49.7
실적
신규
50.2
49.4
53
달성률(%)
-
143.4
105.8
106.6",plan:별첨6만;plan_method:TEXT;report_method:FULL_TEXT
MOHW-2024-II1-01,075,보건복지부,2024,Ⅱ,Ⅱ-1,,보건의료서비스지원,보건의료연구 정책연계 실적,보건의료연구 정책연계 실적,건,,12.2,12.7,102.4,,보건의료연구 정책연계 실적,,,12.4,12.2,12.4,,2024년도 성과보고서_보건복지부-278-394.pdf,66.0,343.0,,False,False,,보건의료연구 정책연계 실적,,12.4,12.7,102.4,12.2,12.4,12.4,12.7,12.7,102.4,102.4,,0.20000000000000107,1.6393442622950907,0.20000000000000107,1.6393442622950907,0.0,0.0,0.0,0.0,0.0,MATCH_AFTER_CHANGE,VALUE_MISMATCH,EXACT_MATCH,MATCH_AFTER_CHANGE,EXACT_MATCH,EXACT_MATCH,EXACT_MATCH,OCR_REQUIRED,OCR_REQUIRED,PLAN_TARGET_FROM_CHANGE_TABLE_ONLY;REPORT_TARGET_CHANGE_CONFIRMED_BY_별첨6,[계획서] 2024년도 성과계획서_보건복지부-364-456.pdf ?쪽(원본 ?쪽) / [보고서] 2024년도 성과보고서_보건복지부.pdf 92쪽(원본 92쪽) / [별첨6 변경표] 2024년도 성과보고서_보건복지부-278-394.pdf 66쪽(원본 343쪽),,,,,2024년도 성과계획서_보건복지부-364-456.pdf,,,,,2024년도 성과보고서_보건복지부.pdf,92,92,,"보건의료연구 
정책연계 실적
(건)
최근 3개년 보건의료정책 지원 및 건강보험
정책 지원 건수(ⓐ+ⓑ+◯
c )의 평균치 
ⓐ 정부 아젠다 지원
ⓑ 정부시책 반영
◯
c 법령 제·개정 지원
목표
10.9
12
12.1
12.4
실적
11
12
12.3
12.7
달성률(%)
100.9
100.0
101.7
102.4",plan:별첨6만;plan_method:TEXT;report_method:FULL_TEXT
MOHW-2024-II2-01,075,보건복지부,2024,Ⅱ,Ⅱ-2,,공공보건의료확충,지역거점공공병원 운영평가 평균점수,지역거점공공병원 운영평가 평균점수,점,,77.6,73.6,100.5,,지역거점공공병원 운영평가 평균점수,,,73.2,77.6,73.2,,2024년도 성과보고서_보건복지부-278-394.pdf,66.0,343.0,,False,False,,지역거점공공병원 운영평가 평균점수,,73.2,73.6,100.5,77.6,73.2,73.2,73.6,73.6,100.5,100.5,,-4.3999999999999915,-5.670103092783495,-4.3999999999999915,-5.670103092783495,0.0,0.0,0.0,0.0,0.0,MATCH_AFTER_CHANGE,VALUE_MISMATCH,EXACT_MATCH,MATCH_AFTER_CHANGE,EXACT_MATCH,EXACT_MATCH,EXACT_MATCH,OCR_REQUIRED,OCR_REQUIRED,PLAN_TARGET_FROM_CHANGE_TABLE_ONLY;REPORT_TARGET_CHANGE_CONFIRMED_BY_별첨6,[계획서] 2024년도 성과계획서_보건복지부-364-456.pdf ?쪽(원본 ?쪽) / [보고서] 2024년도 성과보고서_보건복지부.pdf 104쪽(원본 104쪽) / [별첨6 변경표] 2024년도 성과보고서_보건복지부-278-394.pdf 66쪽(원본 343쪽),,,,,2024년도 성과계획서_보건복지부-364-456.pdf,,,,,2024년도 성과보고서_보건복지부.pdf,104,104,,"원 운영평가 
평균점수
(점)
ㅇ 지역거점공공병원 운영평가 총
점수 / 지역거점공공병원수
목표
78.5
78.5
77.6
73.2
실적
77.1
77.4
70.3
73.6
달성률(%)
98.2
98.6
90.6
100.5",plan:별첨6만;plan_method:TEXT;report_method:FULL_TEXT
MOHW-2024-II3-01,075,보건복지부,2024,Ⅱ,Ⅱ-3,,응급의료체계운영지원,중증환자 최종치료 제공률,중증환자 최종치료 제공률,%,,91.9,93,101.1,,중증환자 최종치료 제공률,,,92.0,91.9,92.0,,2024년도 성과보고서_보건복지부-278-394.pdf,66.0,343.0,,False,False,,중증환자 최종치료 제공률,,92.0,93,101.1,91.9,92.0,92.0,93.0,93.0,101.1,101.1,,0.09999999999999432,0.1088139281828012,0.09999999999999432,0.1088139281828012,0.0,0.0,0.0,0.0,0.0,MATCH_AFTER_CHANGE,VALUE_MISMATCH,EXACT_MATCH,MATCH_AFTER_CHANGE,EXACT_MATCH,EXACT_MATCH,EXACT_MATCH,OCR_REQUIRED,OCR_REQUIRED,PLAN_TARGET_FROM_CHANGE_TABLE_ONLY;REPORT_TARGET_CHANGE_CONFIRMED_BY_별첨6,[계획서] 2024년도 성과계획서_보건복지부-364-456.pdf ?쪽(원본 ?쪽) / [보고서] 2024년도 성과보고서_보건복지부.pdf 112쪽(원본 112쪽) / [별첨6 변경표] 2024년도 성과보고서_보건복지부-278-394.pdf 66쪽(원본 343쪽),,,,,2024년도 성과계획서_보건복지부-364-456.pdf,,,,,2024년도 성과보고서_보건복지부.pdf,112,112,,"최종치료 
제공률
(%)
권역응급의료센터에 내원한 최종치료를 
제공한 환자/권역응급의료센터에 내원
한 최종치료 필요 질환 환자*100
목표
신규
90.6
91.8
92.0
실적
신규
91.6
92.3
93
달성률(%)
-
101.1
100.5
101.1",plan:별첨6만;plan_method:TEXT;report_method:FULL_TEXT
MOHW-2024-II4-01,075,보건복지부,2024,Ⅱ,Ⅱ-4,,보건산업육성,보건의료실용화지수,보건의료실용화지수,점,,107,105.2,100.2,,보건의료실용화지수,,,105,107,105,,2024년도 성과보고서_보건복지부-278-394.pdf,66.0,343.0,,False,False,,보건의료실용화지수,,105,105.2,100.2,107.0,105.0,105.0,105.2,105.2,100.2,100.2,,-2.0,-1.8691588785046727,-2.0,-1.8691588785046727,0.0,0.0,0.0,0.0,0.0,MATCH_AFTER_CHANGE,VALUE_MISMATCH,EXACT_MATCH,MATCH_AFTER_CHANGE,EXACT_MATCH,EXACT_MATCH,EXACT_MATCH,OCR_REQUIRED,OCR_REQUIRED,PLAN_TARGET_FROM_CHANGE_TABLE_ONLY;REPORT_TARGET_CHANGE_CONFIRMED_BY_별첨6,[계획서] 2024년도 성과계획서_보건복지부-364-456.pdf ?쪽(원본 ?쪽) / [보고서] 2024년도 성과보고서_보건복지부.pdf 134쪽(원본 134쪽) / [별첨6 변경표] 2024년도 성과보고서_보건복지부-278-394.pdf 66쪽(원본 343쪽),,,,,2024년도 성과계획서_보건복지부-364-456.pdf,,,,,2024년도 성과보고서_보건복지부.pdf,134,134,,"보건의료실용화
지수
(점)
ㅇ (임상시험 승인건수 × 0.7) + 
(기술이전건수 × 1.0) + 
(품목허가건수 × 1.3)
 *실용화를 위한 TRL단계를 
고려하여 지표별 가중치 부여
목표
-
86
104
105
실적
109.1
93.2
104.3
105.2
달성률(%)
-
108.4
100.3
100.2",plan:별첨6만;plan_method:TEXT;report_method:FULL_TEXT
