program_year_id,program_identity_id,ministry_code,fiscal_year,program_code,field_name,sector_name,performance_program_name,raw_account_row_count,account_type_count,account_types,raw_candidate_ids,base_program_year_key_conflict,base_key_reused,identity_resolved_by_extended_key,identity_unresolved,identity_resolution_reason,program_year_name_conflict,program_original_budget,program_current_budget,program_expenditure,below_target_count,at_or_above_target_count,comparable_rate_count,reported_target_status,indicator_coverage_status,repeated_target_overachievement,target_unchanged,performance_status_conflict_fields,program_performance_status_conflict,program_total_feedback_complete_t1,program_total_feedback_complete_t2,program_total_budget_change_rate_t1,program_total_budget_change_rate_t2,low_performance_budget_increase_t1,low_performance_budget_increase_t2,good_performance_budget_decrease_t1,good_performance_budget_decrease_t2,retrospective_feedback_data_quality_signal,retrospective_feedback_conflict_fields,context_type,context_status,context_source,context_evidence,context_effect,type_repeated_year_end_concentration_budget_share,type_accounting_adjustment_pattern_budget_share,type_program_budget_concentration_budget_share,account_type_signal_details,evidence_status,data_validation_signal,analysis_status,program_execution_rate,current_execution_severity,performance_gap,performance_signal,repeated_low_execution_signal,reported_target_miss_consecutive,reported_target_met_consecutive,reported_target_history_status,program_budget_change_rate,budget_increase_context_signal,budget_decrease_context_signal,budget_mismatch_signal,budget_performance_mismatch,accounting_context_signal,structure_context_signal,type_repeated_strong_low_execution_budget_share,type_repeated_moderate_low_execution_budget_share,execution_management,observed_start_year,observed_end_year,observed_year_count,continuity_status,review_grade,reviewability_status,signal_strength,diagnostic_type,grade_trigger_signal_families,signal_families,context_flags,context_only,grade_cap_reason,grade_reason_codes,next_review_question,evidence_strength,review_grade_order,independent_signal_family_count,repeated_signal_family_count,program_year_queue_order,review_queue_order_within_year
162:2000:2022,162:2000,162,2022,2000,통신,정보통신,인터넷융합산업,3,3,FUND;GENERAL_ACCOUNT;SPECIAL_ACCOUNT,"[""162:2022:통신:정보통신:2000:FUND"", ""162:2022:통신:정보통신:2000:GENERAL_ACCOUNT"", ""162:2022:통신:정보통신:2000:SPECIAL_ACCOUNT""]",False,False,False,False,BASE_KEY_UNIQUE,False,273603000000,273603000000,273603000000,0,2,2,ALL_COMPARABLE_AT_OR_ABOVE_TARGET,COMPLETE_REPORTED_RATE_COVERAGE,False,False,,False,False,False,,,False,False,False,False,False,,UNKNOWN_TYPE,CONFIRMED_STRUCTURED,STRUCTURED_CONTEXT_INVENTORY,NO_CONFIRMED_CONTEXT_TAG,NO_GRADE_CHANGE,0.0,0.0,0.0,"[{""candidate_id"": ""162:2022:통신:정보통신:2000:FUND"", ""account_type"": ""FUND"", ""review_grade"": ""D"", ""diagnostic_type"": ""NO_STRUCTURED_SIGNAL_DETECTED"", ""execution_rate"": 1.0}, {""candidate_id"": ""162:2022:통신:정보통신:2000:GENERAL_ACCOUNT"", ""account_type"": ""GENERAL_ACCOUNT"", ""review_grade"": ""D"", ""diagnostic_type"": ""NO_STRUCTURED_SIGNAL_DETECTED"", ""execution_rate"": 1.0}, {""candidate_id"": ""162:2022:통신:정보통신:2000:SPECIAL_ACCOUNT"", ""account_type"": ""SPECIAL_ACCOUNT"", ""review_grade"": ""D"", ""diagnostic_type"": ""NO_STRUCTURED_SIGNAL_DETECTED"", ""execution_rate"": 1.0}]",LIMITED,False,PROGRAM_YEAR_REVIEW,1.0,0.0,0.0,False,False,False,False,LEFT_CENSORED_OR_FIRST_OBSERVATION,,False,False,False,0,False,False,0,0,0.0,2022,2024,3,EXACT_PROGRAM_KEY,D,REVIEWABLE,NONE,NO_STRUCTURED_SIGNAL_DETECTED,NONE,NONE,NONE,False,NOT_APPLICABLE,NO_STRUCTURED_SIGNAL_DETECTED,현재 구조화 신호가 없다는 판단의 입력 범위가 충분한가?,LIMITED,4,0,0,59,59
162:2300:948fe92e436a:2022,162:2300:948fe92e436a,162,2022,2300,통신,정보통신,정보보호및활용,2,2,FUND;GENERAL_ACCOUNT,"[""162:2022:통신:정보통신:2300:FUND"", ""162:2022:통신:정보통신:2300:GENERAL_ACCOUNT""]",True,True,True,False,RESOLVED_BY_FIELD_SECTOR,False,219360000000,219360000000,219360000000,0,2,2,ALL_COMPARABLE_AT_OR_ABOVE_TARGET,COMPLETE_REPORTED_RATE_COVERAGE,False,False,,False,False,False,,,False,False,False,False,False,,UNKNOWN_TYPE,CONFIRMED_STRUCTURED,STRUCTURED_CONTEXT_INVENTORY,NO_CONFIRMED_CONTEXT_TAG,NO_GRADE_CHANGE,0.0,0.0,0.0,"[{""candidate_id"": ""162:2022:통신:정보통신:2300:FUND"", ""account_type"": ""FUND"", ""review_grade"": ""D"", ""diagnostic_type"": ""NO_STRUCTURED_SIGNAL_DETECTED"", ""execution_rate"": 1.0}, {""candidate_id"": ""162:2022:통신:정보통신:2300:GENERAL_ACCOUNT"", ""account_type"": ""GENERAL_ACCOUNT"", ""review_grade"": ""D"", ""diagnostic_type"": ""NO_STRUCTURED_SIGNAL_DETECTED"", ""execution_rate"": 1.0}]",LIMITED,False,PROGRAM_YEAR_REVIEW,1.0,0.0,0.0,False,False,False,False,LEFT_CENSORED_OR_FIRST_OBSERVATION,,False,False,False,0,False,False,0,0,0.0,2022,2024,3,EXACT_METADATA_DISAMBIGUATION,D,REVIEWABLE,NONE,NO_STRUCTURED_SIGNAL_DETECTED,NONE,NONE,NONE,False,NOT_APPLICABLE,NO_STRUCTURED_SIGNAL_DETECTED,현재 구조화 신호가 없다는 판단의 입력 범위가 충분한가?,LIMITED,4,0,0,60,60
162:1900:2022,162:1900,162,2022,1900,일반·지방행정,정부자원관리,국가사회정보화,1,1,GENERAL_ACCOUNT,"[""162:2022:일반·지방행정:정부자원관리:1900:GENERAL_ACCOUNT""]",False,False,False,False,BASE_KEY_UNIQUE,False,193957000000,193957000000,192480732210,0,2,2,ALL_COMPARABLE_AT_OR_ABOVE_TARGET,COMPLETE_REPORTED_RATE_COVERAGE,False,False,,False,True,False,0.0444222172955861,,False,False,False,False,False,,UNKNOWN_TYPE,CONFIRMED_STRUCTURED,STRUCTURED_CONTEXT_INVENTORY,NO_CONFIRMED_CONTEXT_TAG,NO_GRADE_CHANGE,0.0,0.0,0.0,"[{""candidate_id"": ""162:2022:일반·지방행정:정부자원관리:1900:GENERAL_ACCOUNT"", ""account_type"": ""GENERAL_ACCOUNT"", ""review_grade"": ""D"", ""diagnostic_type"": ""NO_STRUCTURED_SIGNAL_DETECTED"", ""execution_rate"": 0.9923886851724868}]",LIMITED,False,PROGRAM_YEAR_REVIEW,0.9923886851724867,0.0,0.0,False,False,False,False,LEFT_CENSORED_OR_FIRST_OBSERVATION,,False,False,False,0,False,False,0,0,0.0,2022,2024,3,EXACT_PROGRAM_KEY,D,REVIEWABLE,NONE,NO_STRUCTURED_SIGNAL_DETECTED,NONE,NONE,NONE,False,NOT_APPLICABLE,NO_STRUCTURED_SIGNAL_DETECTED,현재 구조화 신호가 없다는 판단의 입력 범위가 충분한가?,LIMITED,4,0,0,61,61
162:2200:19a8de84a7ec:2022,162:2200:19a8de84a7ec,162,2022,2200,교육,고등교육,과학기술인력 양성,1,1,GENERAL_ACCOUNT,"[""162:2022:교육:고등교육:2200:GENERAL_ACCOUNT""]",True,True,True,False,RESOLVED_BY_FIELD_SECTOR,False,188472000000,188472000000,188210693730,0,2,2,ALL_COMPARABLE_AT_OR_ABOVE_TARGET,COMPLETE_REPORTED_RATE_COVERAGE,False,False,,False,True,True,0.013673118553419,-0.0019366271913069,False,False,False,True,False,,UNKNOWN_TYPE,CONFIRMED_STRUCTURED,STRUCTURED_CONTEXT_INVENTORY,NO_CONFIRMED_CONTEXT_TAG,NO_GRADE_CHANGE,0.0,0.0,0.0,"[{""candidate_id"": ""162:2022:교육:고등교육:2200:GENERAL_ACCOUNT"", ""account_type"": ""GENERAL_ACCOUNT"", ""review_grade"": ""D"", ""diagnostic_type"": ""NO_STRUCTURED_SIGNAL_DETECTED"", ""execution_rate"": 0.9986135538966}]",LIMITED,False,PROGRAM_YEAR_REVIEW,0.9986135538966,0.0,0.0,False,False,False,False,LEFT_CENSORED_OR_FIRST_OBSERVATION,,False,False,False,0,False,False,0,0,0.0,2022,2024,3,EXACT_METADATA_DISAMBIGUATION,D,REVIEWABLE,NONE,NO_STRUCTURED_SIGNAL_DETECTED,NONE,NONE,NONE,False,NOT_APPLICABLE,NO_STRUCTURED_SIGNAL_DETECTED,현재 구조화 신호가 없다는 판단의 입력 범위가 충분한가?,LIMITED,4,0,0,62,62
162:1700:2022,162:1700,162,2022,1700,과학기술,과학기술인력및문화,과학기술인력 양성,3,3,FUND;GENERAL_ACCOUNT;SPECIAL_ACCOUNT,"[""162:2022:과학기술:과학기술인력및문화:1700:FUND"", ""162:2022:과학기술:과학기술인력및문화:1700:GENERAL_ACCOUNT"", ""162:2022:과학기술:과학기술인력및문화:1700:SPECIAL_ACCOUNT""]",False,False,False,False,BASE_KEY_UNIQUE,False,161120000000,161120000000,161120000000,0,2,2,ALL_COMPARABLE_AT_OR_ABOVE_TARGET,COMPLETE_REPORTED_RATE_COVERAGE,False,False,,False,False,False,,,False,False,False,False,False,,UNKNOWN_TYPE,CONFIRMED_STRUCTURED,STRUCTURED_CONTEXT_INVENTORY,NO_CONFIRMED_CONTEXT_TAG,NO_GRADE_CHANGE,0.0,0.0,0.0,"[{""candidate_id"": ""162:2022:과학기술:과학기술인력및문화:1700:FUND"", ""account_type"": ""FUND"", ""review_grade"": ""D"", ""diagnostic_type"": ""NO_STRUCTURED_SIGNAL_DETECTED"", ""execution_rate"": 1.0}, {""candidate_id"": ""162:2022:과학기술:과학기술인력및문화:1700:GENERAL_ACCOUNT"", ""account_type"": ""GENERAL_ACCOUNT"", ""review_grade"": ""D"", ""diagnostic_type"": ""NO_STRUCTURED_SIGNAL_DETECTED"", ""execution_rate"": 1.0}, {""candidate_id"": ""162:2022:과학기술:과학기술인력및문화:1700:SPECIAL_ACCOUNT"", ""account_type"": ""SPECIAL_ACCOUNT"", ""review_grade"": ""D"", ""diagnostic_type"": ""NO_STRUCTURED_SIGNAL_DETECTED"", ""execution_rate"": 1.0}]",LIMITED,False,PROGRAM_YEAR_REVIEW,1.0,0.0,0.0,False,False,False,False,LEFT_CENSORED_OR_FIRST_OBSERVATION,,False,False,False,0,False,False,0,0,0.0,2022,2024,3,EXACT_PROGRAM_KEY,D,REVIEWABLE,NONE,NO_STRUCTURED_SIGNAL_DETECTED,NONE,NONE,NONE,False,NOT_APPLICABLE,NO_STRUCTURED_SIGNAL_DETECTED,현재 구조화 신호가 없다는 판단의 입력 범위가 충분한가?,LIMITED,4,0,0,63,63
102:4800:2022,102:4800,102,2022,4800,산업·중소기업및에너지,중소기업및소상공인육성,중소기업육성지원,2,2,FUND;GENERAL_ACCOUNT,"[""102:2022:산업·중소기업및에너지:중소기업및소상공인육성:4800:FUND"", ""102:2022:산업·중소기업및에너지:중소기업및소상공인육성:4800:GENERAL_ACCOUNT""]",False,False,False,False,BASE_KEY_UNIQUE,False,146862000000,146862000000,146510742415,0,3,3,ALL_COMPARABLE_AT_OR_ABOVE_TARGET,COMPLETE_REPORTED_RATE_COVERAGE,False,False,,False,False,False,,,False,False,False,False,False,,UNKNOWN_TYPE,CONFIRMED_STRUCTURED,STRUCTURED_CONTEXT_INVENTORY,NO_CONFIRMED_CONTEXT_TAG,NO_GRADE_CHANGE,0.0,0.0,0.0,"[{""candidate_id"": ""102:2022:산업·중소기업및에너지:중소기업및소상공인육성:4800:FUND"", ""account_type"": ""FUND"", ""review_grade"": ""D"", ""diagnostic_type"": ""NO_STRUCTURED_SIGNAL_DETECTED"", ""execution_rate"": 0.9718054117946112}, {""candidate_id"": ""102:2022:산업·중소기업및에너지:중소기업및소상공인육성:4800:GENERAL_ACCOUNT"", ""account_type"": ""GENERAL_ACCOUNT"", ""review_grade"": ""D"", ""diagnostic_type"": ""NO_STRUCTURED_SIGNAL_DETECTED"", ""execution_rate"": 0.9979585297629318}]",LIMITED,False,PROGRAM_YEAR_REVIEW,0.9976082473001866,0.0,0.0,False,False,False,False,LEFT_CENSORED_OR_FIRST_OBSERVATION,,False,False,False,0,False,False,0,0,0.0,2022,2023,2,EXACT_PROGRAM_KEY,D,REVIEWABLE,NONE,NO_STRUCTURED_SIGNAL_DETECTED,NONE,NONE,NONE,False,NOT_APPLICABLE,NO_STRUCTURED_SIGNAL_DETECTED,현재 구조화 신호가 없다는 판단의 입력 범위가 충분한가?,LIMITED,4,0,0,64,64
102:4200:2022,102:4200,102,2022,4200,산업·중소기업및에너지,중소기업및소상공인육성,동반성장지원,1,1,GENERAL_ACCOUNT,"[""102:2022:산업·중소기업및에너지:중소기업및소상공인육성:4200:GENERAL_ACCOUNT""]",False,False,False,False,BASE_KEY_UNIQUE,False,143052000000,1443052000000,1443031746800,0,2,2,ALL_COMPARABLE_AT_OR_ABOVE_TARGET,COMPLETE_REPORTED_RATE_COVERAGE,False,False,,False,True,True,-0.724393926684003,-0.7506361323155216,False,False,True,True,False,,UNKNOWN_TYPE,CONFIRMED_STRUCTURED,STRUCTURED_CONTEXT_INVENTORY,NO_CONFIRMED_CONTEXT_TAG,DISPLAY_ONLY_NO_GRADE_CHANGE,0.0,0.0,1.0,"[{""candidate_id"": ""102:2022:산업·중소기업및에너지:중소기업및소상공인육성:4200:GENERAL_ACCOUNT"", ""account_type"": ""GENERAL_ACCOUNT"", ""review_grade"": ""C"", ""diagnostic_type"": ""CONTEXT_OR_SINGLE_SIGNAL_REVIEW"", ""execution_rate"": 0.9999859650241294}]",LIMITED,False,PROGRAM_YEAR_REVIEW,0.9999859650241294,0.0,0.0,False,False,False,False,LEFT_CENSORED_OR_FIRST_OBSERVATION,,False,False,False,0,False,True,0,0,0.0,2022,2024,3,EXACT_PROGRAM_KEY,D,REVIEWABLE,NONE,NO_STRUCTURED_SIGNAL_DETECTED,NONE,NONE,structure_context,True,NOT_APPLICABLE,NO_STRUCTURED_SIGNAL_DETECTED,현재 구조화 신호가 없다는 판단의 입력 범위가 충분한가?,LIMITED,4,0,0,65,65
162:1800:2022,162:1800,162,2022,1800,과학기술,과학기술인력및문화,과학문화창달,2,2,FUND;GENERAL_ACCOUNT,"[""162:2022:과학기술:과학기술인력및문화:1800:FUND"", ""162:2022:과학기술:과학기술인력및문화:1800:GENERAL_ACCOUNT""]",False,False,False,False,BASE_KEY_UNIQUE,False,137836000000,138871824000,135433299480,0,2,2,ALL_COMPARABLE_AT_OR_ABOVE_TARGET,COMPLETE_REPORTED_RATE_COVERAGE,False,False,,False,False,False,,,False,False,False,False,False,,UNKNOWN_TYPE,CONFIRMED_STRUCTURED,STRUCTURED_CONTEXT_INVENTORY,NO_CONFIRMED_CONTEXT_TAG,NO_GRADE_CHANGE,0.0,0.0,0.0,"[{""candidate_id"": ""162:2022:과학기술:과학기술인력및문화:1800:FUND"", ""account_type"": ""FUND"", ""review_grade"": ""D"", ""diagnostic_type"": ""NO_STRUCTURED_SIGNAL_DETECTED"", ""execution_rate"": 1.0}, {""candidate_id"": ""162:2022:과학기술:과학기술인력및문화:1800:GENERAL_ACCOUNT"", ""account_type"": ""GENERAL_ACCOUNT"", ""review_grade"": ""D"", ""diagnostic_type"": ""NO_STRUCTURED_SIGNAL_DETECTED"", ""execution_rate"": 0.9489506138234785}]",LIMITED,False,PROGRAM_YEAR_REVIEW,0.9752395812126727,0.0,0.0,False,False,False,False,LEFT_CENSORED_OR_FIRST_OBSERVATION,,False,False,False,0,False,False,0,0,0.0,2022,2024,3,EXACT_PROGRAM_KEY,D,REVIEWABLE,NONE,NO_STRUCTURED_SIGNAL_DETECTED,NONE,NONE,NONE,False,NOT_APPLICABLE,NO_STRUCTURED_SIGNAL_DETECTED,현재 구조화 신호가 없다는 판단의 입력 범위가 충분한가?,LIMITED,4,0,0,66,66
075:4300:2022,075:4300,075,2022,4300,보건,보건의료,보건의료서비스지원,1,1,GENERAL_ACCOUNT,"[""075:2022:보건:보건의료:4300:GENERAL_ACCOUNT""]",False,False,False,False,BASE_KEY_UNIQUE,False,102947000000,103046775560,95848450330,0,2,2,ALL_COMPARABLE_AT_OR_ABOVE_TARGET,COMPLETE_REPORTED_RATE_COVERAGE,False,False,,False,True,True,0.0543677814797905,0.1926428162063974,False,False,False,False,False,,UNKNOWN_TYPE,CONFIRMED_STRUCTURED,STRUCTURED_CONTEXT_INVENTORY,NO_CONFIRMED_CONTEXT_TAG,NO_GRADE_CHANGE,0.0,0.0,0.0,"[{""candidate_id"": ""075:2022:보건:보건의료:4300:GENERAL_ACCOUNT"", ""account_type"": ""GENERAL_ACCOUNT"", ""review_grade"": ""D"", ""diagnostic_type"": ""NO_STRUCTURED_SIGNAL_DETECTED"", ""execution_rate"": 0.9301450706159292}]",LIMITED,False,PROGRAM_YEAR_REVIEW,0.9301450706159291,0.0,0.0,False,False,False,False,LEFT_CENSORED_OR_FIRST_OBSERVATION,,False,False,False,0,False,False,0,0,0.0,2022,2024,3,EXACT_PROGRAM_KEY,D,REVIEWABLE,NONE,NO_STRUCTURED_SIGNAL_DETECTED,NONE,NONE,NONE,False,NOT_APPLICABLE,NO_STRUCTURED_SIGNAL_DETECTED,현재 구조화 신호가 없다는 판단의 입력 범위가 충분한가?,LIMITED,4,0,0,67,67
162:2500:2022,162:2500,162,2022,2500,통신,방송통신,전파활용방송 서비스산업,2,2,FUND;GENERAL_ACCOUNT,"[""162:2022:통신:방송통신:2500:FUND"", ""162:2022:통신:방송통신:2500:GENERAL_ACCOUNT""]",False,False,False,False,BASE_KEY_UNIQUE,False,88258000000,88258000000,87605487630,0,2,2,ALL_COMPARABLE_AT_OR_ABOVE_TARGET,COMPLETE_REPORTED_RATE_COVERAGE,False,False,,False,False,False,,,False,False,False,False,False,,UNKNOWN_TYPE,CONFIRMED_STRUCTURED,STRUCTURED_CONTEXT_INVENTORY,NO_CONFIRMED_CONTEXT_TAG,NO_GRADE_CHANGE,0.0,0.0,0.0,"[{""candidate_id"": ""162:2022:통신:방송통신:2500:FUND"", ""account_type"": ""FUND"", ""review_grade"": ""D"", ""diagnostic_type"": ""NO_STRUCTURED_SIGNAL_DETECTED"", ""execution_rate"": 0.9957232081606632}, {""candidate_id"": ""162:2022:통신:방송통신:2500:GENERAL_ACCOUNT"", ""account_type"": ""GENERAL_ACCOUNT"", ""review_grade"": ""D"", ""diagnostic_type"": ""NO_STRUCTURED_SIGNAL_DETECTED"", ""execution_rate"": 0.9890476924010388}]",LIMITED,False,PROGRAM_YEAR_REVIEW,0.9926067623331596,0.0,0.0,False,False,False,False,LEFT_CENSORED_OR_FIRST_OBSERVATION,,False,False,False,0,False,False,0,0,0.0,2022,2024,3,EXACT_PROGRAM_KEY,D,REVIEWABLE,NONE,NO_STRUCTURED_SIGNAL_DETECTED,NONE,NONE,NONE,False,NOT_APPLICABLE,NO_STRUCTURED_SIGNAL_DETECTED,현재 구조화 신호가 없다는 판단의 입력 범위가 충분한가?,LIMITED,4,0,0,68,68
162:2400:2022,162:2400,162,2022,2400,통신,방송통신,통신정책지원,2,2,FUND;GENERAL_ACCOUNT,"[""162:2022:통신:방송통신:2400:FUND"", ""162:2022:통신:방송통신:2400:GENERAL_ACCOUNT""]",False,False,False,False,BASE_KEY_UNIQUE,False,76430000000,76430000000,76228656630,0,2,2,ALL_COMPARABLE_AT_OR_ABOVE_TARGET,COMPLETE_REPORTED_RATE_COVERAGE,False,False,,False,False,False,,,False,False,False,False,False,,UNKNOWN_TYPE,CONFIRMED_STRUCTURED,STRUCTURED_CONTEXT_INVENTORY,NO_CONFIRMED_CONTEXT_TAG,NO_GRADE_CHANGE,0.0,0.0,0.0,"[{""candidate_id"": ""162:2022:통신:방송통신:2400:FUND"", ""account_type"": ""FUND"", ""review_grade"": ""D"", ""diagnostic_type"": ""NO_STRUCTURED_SIGNAL_DETECTED"", ""execution_rate"": 0.9972728786401192}, {""candidate_id"": ""162:2022:통신:방송통신:2400:GENERAL_ACCOUNT"", ""account_type"": ""GENERAL_ACCOUNT"", ""review_grade"": ""D"", ""diagnostic_type"": ""NO_STRUCTURED_SIGNAL_DETECTED"", ""execution_rate"": 1.0}]",LIMITED,False,PROGRAM_YEAR_REVIEW,0.997365650006542,0.0,0.0,False,False,False,False,LEFT_CENSORED_OR_FIRST_OBSERVATION,,False,False,False,0,False,False,0,0,0.0,2022,2024,3,EXACT_PROGRAM_KEY,D,REVIEWABLE,NONE,NO_STRUCTURED_SIGNAL_DETECTED,NONE,NONE,NONE,False,NOT_APPLICABLE,NO_STRUCTURED_SIGNAL_DETECTED,현재 구조화 신호가 없다는 판단의 입력 범위가 충분한가?,LIMITED,4,0,0,69,69
162:1500:2022,162:1500,162,2022,1500,과학기술,과학기술연구개발,사회문제해결,1,1,GENERAL_ACCOUNT,"[""162:2022:과학기술:과학기술연구개발:1500:GENERAL_ACCOUNT""]",False,False,False,False,BASE_KEY_UNIQUE,False,59117000000,59117000000,59117000000,0,2,2,ALL_COMPARABLE_AT_OR_ABOVE_TARGET,COMPLETE_REPORTED_RATE_COVERAGE,False,False,,False,True,True,0.064482297816195,-0.6771825363262682,False,False,False,True,False,,UNKNOWN_TYPE,CONFIRMED_STRUCTURED,STRUCTURED_CONTEXT_INVENTORY,NO_CONFIRMED_CONTEXT_TAG,NO_GRADE_CHANGE,0.0,0.0,0.0,"[{""candidate_id"": ""162:2022:과학기술:과학기술연구개발:1500:GENERAL_ACCOUNT"", ""account_type"": ""GENERAL_ACCOUNT"", ""review_grade"": ""D"", ""diagnostic_type"": ""NO_STRUCTURED_SIGNAL_DETECTED"", ""execution_rate"": 1.0}]",LIMITED,False,PROGRAM_YEAR_REVIEW,1.0,0.0,0.0,False,False,False,False,LEFT_CENSORED_OR_FIRST_OBSERVATION,,False,False,False,0,False,False,0,0,0.0,2022,2024,3,EXACT_PROGRAM_KEY,D,REVIEWABLE,NONE,NO_STRUCTURED_SIGNAL_DETECTED,NONE,NONE,NONE,False,NOT_APPLICABLE,NO_STRUCTURED_SIGNAL_DETECTED,현재 구조화 신호가 없다는 판단의 입력 범위가 충분한가?,LIMITED,4,0,0,70,70
162:4700:2022,162:4700,162,2022,4700,과학기술,과학기술연구지원,과학기술국제 협력,1,1,GENERAL_ACCOUNT,"[""162:2022:과학기술:과학기술연구지원:4700:GENERAL_ACCOUNT""]",False,False,False,False,BASE_KEY_UNIQUE,False,54651000000,54651000000,54638175550,0,1,1,ALL_COMPARABLE_AT_OR_ABOVE_TARGET,COMPLETE_REPORTED_RATE_COVERAGE,False,False,,False,True,True,-0.0804742822638195,0.0144004684269272,False,False,True,False,False,,UNKNOWN_TYPE,CONFIRMED_STRUCTURED,STRUCTURED_CONTEXT_INVENTORY,NO_CONFIRMED_CONTEXT_TAG,NO_GRADE_CHANGE,0.0,0.0,0.0,"[{""candidate_id"": ""162:2022:과학기술:과학기술연구지원:4700:GENERAL_ACCOUNT"", ""account_type"": ""GENERAL_ACCOUNT"", ""review_grade"": ""D"", ""diagnostic_type"": ""NO_STRUCTURED_SIGNAL_DETECTED"", ""execution_rate"": 0.999765339152074}]",LIMITED,False,PROGRAM_YEAR_REVIEW,0.9997653391520741,0.0,0.0,False,False,False,False,LEFT_CENSORED_OR_FIRST_OBSERVATION,,False,False,False,0,False,False,0,0,0.0,2022,2024,3,EXACT_PROGRAM_KEY,D,REVIEWABLE,NONE,NO_STRUCTURED_SIGNAL_DETECTED,NONE,NONE,NONE,False,NOT_APPLICABLE,NO_STRUCTURED_SIGNAL_DETECTED,현재 구조화 신호가 없다는 판단의 입력 범위가 충분한가?,LIMITED,4,0,0,71,71
075:3200:2022,075:3200,075,2022,3200,보건,보건의료,한의학연구및정책개발,1,1,GENERAL_ACCOUNT,"[""075:2022:보건:보건의료:3200:GENERAL_ACCOUNT""]",False,False,False,False,BASE_KEY_UNIQUE,False,44161000000,43829531540,43733329540,0,3,3,ALL_COMPARABLE_AT_OR_ABOVE_TARGET,COMPLETE_REPORTED_RATE_COVERAGE,False,False,,False,True,True,0.1730939063879894,0.0984126265256674,False,False,False,False,False,,UNKNOWN_TYPE,CONFIRMED_STRUCTURED,STRUCTURED_CONTEXT_INVENTORY,NO_CONFIRMED_CONTEXT_TAG,NO_GRADE_CHANGE,0.0,0.0,0.0,"[{""candidate_id"": ""075:2022:보건:보건의료:3200:GENERAL_ACCOUNT"", ""account_type"": ""GENERAL_ACCOUNT"", ""review_grade"": ""D"", ""diagnostic_type"": ""NO_STRUCTURED_SIGNAL_DETECTED"", ""execution_rate"": 0.9978050871953262}]",LIMITED,False,PROGRAM_YEAR_REVIEW,0.9978050871953262,0.0,0.0,False,False,False,False,LEFT_CENSORED_OR_FIRST_OBSERVATION,,False,False,False,0,False,False,0,0,0.0,2022,2024,3,EXACT_PROGRAM_KEY,D,REVIEWABLE,NONE,NO_STRUCTURED_SIGNAL_DETECTED,NONE,NONE,NONE,False,NOT_APPLICABLE,NO_STRUCTURED_SIGNAL_DETECTED,현재 구조화 신호가 없다는 판단의 입력 범위가 충분한가?,LIMITED,4,0,0,72,72
162:4200:2022,162:4200,162,2022,4200,산업·중소기업및에너지,산업혁신지원,지역경제활성화,1,1,SPECIAL_ACCOUNT,"[""162:2022:산업·중소기업및에너지:산업혁신지원:4200:SPECIAL_ACCOUNT""]",False,False,False,False,BASE_KEY_UNIQUE,False,35544000000,35544000000,35544000000,0,2,2,ALL_COMPARABLE_AT_OR_ABOVE_TARGET,COMPLETE_REPORTED_RATE_COVERAGE,False,False,,False,True,True,-0.1836034211118613,0.29155413009228,False,False,True,False,False,,UNKNOWN_TYPE,CONFIRMED_STRUCTURED,STRUCTURED_CONTEXT_INVENTORY,NO_CONFIRMED_CONTEXT_TAG,NO_GRADE_CHANGE,0.0,0.0,0.0,"[{""candidate_id"": ""162:2022:산업·중소기업및에너지:산업혁신지원:4200:SPECIAL_ACCOUNT"", ""account_type"": ""SPECIAL_ACCOUNT"", ""review_grade"": ""D"", ""diagnostic_type"": ""NO_STRUCTURED_SIGNAL_DETECTED"", ""execution_rate"": 1.0}]",LIMITED,False,PROGRAM_YEAR_REVIEW,1.0,0.0,0.0,False,False,False,False,LEFT_CENSORED_OR_FIRST_OBSERVATION,,False,False,False,0,False,False,0,0,0.0,2022,2024,3,EXACT_PROGRAM_KEY,D,REVIEWABLE,NONE,NO_STRUCTURED_SIGNAL_DETECTED,NONE,NONE,NONE,False,NOT_APPLICABLE,NO_STRUCTURED_SIGNAL_DETECTED,현재 구조화 신호가 없다는 판단의 입력 범위가 충분한가?,LIMITED,4,0,0,73,73
